*Item,Descr,ItemClass,UOM,DefaultUOM,UDC_BuyUOM,UDC_BuyContent,UDC_Weight,UDC_Cube,UnitPrice,PlanLevel,UDC_CategoryDescr,UDC_CategoryID,UDC_ClassDescr,UDC_ClassID,UDC_CREATE_DteTm,UDC_Delete,UDC_DeptDescr,UDC_DeptID,UDC_SubDeptDescr,UDC_SubDeptID,UDC_Update_DteTm,UnitsPerPallet,Vol,Wgt,BRAND,UDC_GOLIVE
3368985,Chanh dao kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"45,000.000",1,Thuc Pham Tuoi Song,1,Cu can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Cu cac loai,5,4/8/24 06:16 AM,1.000,.000,.000,,false
3371250,Tao Pink New Zealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"73,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3372544,Tao Pink NamPhi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"65,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3379191,Tao Organic Juliet kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"115,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3380265,Nho xanh kho k.hat co canh Uc,DEFAULT,PIECES,18,KG,1.000,.000,.000,"420,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3380813,Dua hau tron vo den k.hat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"37,500.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3381373,Nho den k.hat ngon tay Uc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"320,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3381925,Tao bi do My nho kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3382690,Nho den k.hat ngon tay NamPhi,DEFAULT,PIECES,18,KG,1.000,.000,.000,"180,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3384035,Viet quat My 125g-TP,DEFAULT,PIECES,18,EA,1.000,.000,.000,"65,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3384414,Dua luoi g.Nhat ruot cam-BHSG,DEFAULT,PIECES,18,KG,1.000,.000,.000,"56,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3384415,Dua luoi g.Nhat ruot xanh-BHSG,DEFAULT,PIECES,18,KG,1.000,.000,.000,"57,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3385027,Tao Breeze Newzealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3387871,Tao Envy NewZealand size 24-40,DEFAULT,PIECES,18,KG,1.000,.000,.000,"125,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3392224,Nho xanh Shine Muscat HQ kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"610,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3393645,Tao hong Queen NewZealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"55,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3396263,Le Han Quoc L1 kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398971,Le Han Quoc hop 3trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"120,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398972,Hong kho say Han Quoc hop 500g,DEFAULT,PIECES,18,EA,1.000,.500,.000,"320,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398974,Hong kho say HanQuoc hop10trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"190,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398975,Kiwi xanh NewZealand hop 4trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"53,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398976,Kiwi vang NewZealand hop 4trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"85,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398977,Tao Envy My hop 3trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"165,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398982,Chuoi vang Royal kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"21,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398986,Tao Autumn Glory My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3398988,Dau Han Quoc hop 330g,DEFAULT,PIECES,18,EA,1.000,.330,.000,"250,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3399809,Tao Sekai Ichi Nhat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"400,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3399820,Tao Mutsu Nhat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"315,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,1/6/22 07:10 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3399821,Tao Kinsei Nhat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"230,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3399822,Tao Jonagold Nhat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"205,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3399824,Tao Fuji Nhat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"230,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3401702,Dau phong tuoi con vo kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"41,000.000",0,Thuc Pham Tuoi Song,1,Cu can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Cu cac loai,5,4/8/24 06:16 AM,1.000,.000,.000,,false
3401787,Tao Envy My hop 2trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"185,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3401941,Dua luoi AB Sweet Gold kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"35,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3404045,Dau Han Quoc hop 250g,DEFAULT,PIECES,18,EA,1.000,.250,.000,"140,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3404658,Tao Star NewZealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"60,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3405412,Tao Envy NewZealand hop 3trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"180,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3406101,Trai may kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"75,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3407734,Tao Envy NewZealand hop 6trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"140,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3407735,Tao Jazz NewZealand hop 6trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"90,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3407799,Dualuoi g.Nhat ruot camL2-BHSG,DEFAULT,PIECES,18,KG,1.000,.000,.000,"46,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3407800,Dualuoi g.Nhat ruotxanhL2-BHSG,DEFAULT,PIECES,18,KG,1.000,.000,.000,"48,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3408207,Cherry My ly 300g-TAODETU,DEFAULT,PIECES,18,EA,1.000,.000,.000,"130,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3408865,Dua luoi Ichiba kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"36,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3410885,Cherry Canada ly 300g-TAODETU,DEFAULT,PIECES,18,EA,1.000,.300,.000,"125,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3411678,Le Kousui Nhat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"150,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3413719,Tao hong Phan Rang dong hop kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"30,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3414296,Chuoi nhanh FOHLA kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"26,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3414414,Le Akizuki Nhat kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"175,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3414417,Dua le giong Han Quoc kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"32,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3415431,Tao Ambrosia My hop 6trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"95,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3416265,Tao Jazz My hop 6 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"100,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3416348,Nho do thom dbiet k.hat My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"210,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3417772,Tao Envy My hop 6 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"145,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3417895,Kiwi vang Phap kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"220,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3417898,Kiwi vang Phap hop 4 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"140,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3418248,Tao Sekai Ichi Nhat hop 2trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"315,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3418250,Tao Mutsu Nhat hop 2trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"255,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3418252,Tao Kinsei Nhat hop 2trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"175,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3418253,Tao Jonagold Nhat hop 3trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"225,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3418254,Tao Fuji Nhat hop 3trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"195,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3419232,Dua luoi g.Nhat ruot cam-TLOC,DEFAULT,PIECES,18,KG,1.000,.000,.000,"42,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3419470,Tao Rose My hop 6 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"115,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3419631,Nho den k.hat Nam Phi hop500g,DEFAULT,PIECES,18,EA,1.000,.500,.000,"80,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3419726,Tao Ambrosia My hop 3 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"95,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3419731,Tao bi do Ba Lan kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"60,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3419964,Cam Ai Cap hop 3 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3420807,Dau Han Quoc hop 330g-TAODETU,DEFAULT,PIECES,18,EA,1.000,.330,.000,"235,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3421133,Tao Snap Dragon My kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"135,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3422666,Tao Envy New hop 2 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"125,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3426522,Tao Koru Newzealand kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"75,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3429270,Nho do Phan Rang kg-BNGOC,DEFAULT,PIECES,18,KG,1.000,.000,.000,"52,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3429271,Nho xanh Phan Rang kg-BNGOC,DEFAULT,PIECES,18,KG,1.000,.000,.000,"76,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3429365,Tao Rockit New ong 4trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"85,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3433325,Kiwi Newzealand hop 3trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3433446,Kiwi vang N.Z Organic hop3trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"90,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3434936,Le do vang N.Phi h750g,DEFAULT,PIECES,18,EA,1.000,.750,.000,"55,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3435322,Dua xiem tien loi,DEFAULT,PIECES,18,EA,1.000,.000,.000,"17,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3438397,Cam Uc hop 3 trai,DEFAULT,PIECES,18,EA,1.000,.000,.000,"65,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3438399,Man hong dao kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"18,000.000",2,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3438402,Man xanh duong kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"31,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3438998,Dua le bach kim kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"38,000.000",0,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3439827,Nho xanh k.hat My dac biet kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"220,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3442322,Xoai keo vang kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"25,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3442323,Man do g.Thai dong vi kg,DEFAULT,PIECES,18,KG,1.000,.000,.000,"25,000.000",1,Thuc Pham Tuoi Song,1,Trai cay can kg,1,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3443792,Le Han Quoc hop 3trai-DNHAT,DEFAULT,PIECES,18,EA,1.000,.000,.000,"70,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3443793,Nho den k.hat My h300g-DNHAT,DEFAULT,PIECES,18,EA,1.000,.300,.000,"79,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3443794,Nho xanh k.hat My h300g-DNHAT,DEFAULT,PIECES,18,EA,1.000,.300,.000,"73,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,7/19/21 08:15 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
3443795,Nho do k.hat My h300g-DNHAT,DEFAULT,PIECES,18,EA,1.000,.300,.000,"79,000.000",0,Thuc Pham Tuoi Song,1,Trai cay dong goi,5,11/4/21 06:48 AM,false,Thuc pham tuoi-so che,101,Trai cay cac loai,10,4/8/24 06:16 AM,1.000,.000,.000,,false
